,Name,Surname,Division,Manager,Gender,LGBTQ,Nationality,Ethnicity,Disability,Age,Mobile Number,Email,Avez-vous déjà été victime/témoin de harcèlement sexuel ?,Avez-vous déjà été victime/témoin de discrimination raciale ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur l'âge au travail ?,Avez-vous déjà été témoin ou victime de discrimination fondée sur le genre ou l’orientation sexuelle ?,"Avez-vous déjà été témoin ou victime de discrimination fondée sur votre religion, culture ?",Avez-vous déjà été témoin ou victime de discrimination basée sur votre état de santé ou handicap au travail ?,Avez-vous déjà été témoin ou victime de discrimination basée sur votre parentalité ou future parentalité ?,Avez-vous déjà ressenti une situation de harcèlement moral ou psychologique au travail ?,Vous sentez-vous en mesure de signaler en toute sécurité des préoccupations concernant des comportements inappropriés au travail ?,"Dans le cas où vous avez déjà fait un signalement, comment jugez-vous le traitement de votre plainte ? (1 à 10, 10 étant totalement satisfait)",Estimez-vous que l'égalité est respectée au sein de votre entreprise ? (1 à 10),Dans quelle mesure diriez-vous que votre entreprise valorise la diversité et l'inclusion ? (1 à 10),"Vous sentez-vous apprécié pour le travail que vous accomplissez, indépendamment de votre identité sexuelle, de votre race, de votre handicap ou de votre nationalité ? (1 à 10)","Vous sentez-vous heureux au travail ? (1 à 10, 10 étant la meilleure note)","Vous sentez-vous en sécurité au travail ? (1 à 10, 10 étant la meilleure note)","Comment évaluez-vous votre niveau de stress au travail ? (1 à 10, où 10 représente le plus faible niveau de stress)","Comment évaluez-vous la qualité des relations avec vos collègues de travail ? (1 à 10, 10 étant la meilleure note)","Recommanderiez-vous l’entreprise à un proche ? (1 à 10, 10 tout à fait)",Vous sentez-vous respecté(e) et entendu(e) par vos collègues et votre hiérarchie ? (1 à 10),"Pensez-vous que votre entreprise valorise et promeut activement un environnement de travail inclusif ? (1 à 10, 10 tout à fait)","Pensez-vous que la direction et les managers de votre entreprise sont engagés et responsables en matière de diversité et d'inclusion ? (1 à 10, 10 tout à fait)","Selon vous, quelles mesures l'entreprise devrait-elle prendre pour mieux prévenir et gérer les discriminations ?",Votre entreprise propose-t-elle des formations régulières sur la diversité et l'inclusion pour tous les employés ?,L'entreprise dispose-t-elle de politiques claires et accessibles concernant la lutte contre la discrimination et le harcèlement ?,Avez-vous accès à une personne de contact ou à un service dédié pour signaler les incidents de discrimination ou de harcèlement ?,Salaire_Annuel,Pays,Continent,Moyenne_Toutes_Colonnes_Num
61,Sienna,Edwards,Marketing,No,Female,No,Canadian,White,No,25,486 323 9314,Sienna.Edwards@mail.ca,Jamais,Souvent,Parfois,Jamais,Parfois,Jamais,Souvent,Parfois,Souvent,Rarement,5,2,8,9,6,7,10,7,5,4,3,6,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,70469,Canada,North America,6.0
62,Marilyn,Patel,Sales,No,Female,No,Afghan,Middle Eastern,No,58,390 849 6622,Marilyn.Patel@mail.ca,Régulièrement,Rarement,Parfois,Rarement,Rarement,Souvent,Rarement,Parfois,Souvent,Rarement,5,1,5,6,9,8,7,8,3,7,8,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Oui,Oui,14843,Afghanistan,Asia,6.25
63,Taylor,Mitchell,HR,No,Female,No,Indian,White,No,26,228 219 7919,Taylor.Mitchell@mail.ca,Jamais,Rarement,Jamais,Souvent,Jamais,Souvent,Rarement,Parfois,Rarement,Jamais,5,5,8,7,3,6,9,9,9,10,9,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,44396,India,Asia,7.17
64,Mark,Baker,Finance,No,Male,No,Canadian,Asian,No,57,772 605 8807,Mark.Baker@mail.ca,Rarement,Rarement,Souvent,Rarement,Parfois,Rarement,Rarement,Rarement,Rarement,Souvent,5,10,5,9,6,8,10,7,7,8,8,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,32184,Canada,North America,7.67
65,Hayden,Wigley,IT,No,Female,No,Indian,White,No,36,172 570 3847,Hayden.Wigley@mail.ca,Rarement,Rarement,Régulièrement,Rarement,Souvent,Jamais,Rarement,Rarement,Souvent,Parfois,7,7,7,9,6,7,9,7,5,9,3,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Oui,Oui,Non,13319,India,Asia,7.0
66,Kurt,Addis,IT,No,Prefer not to say,No,Icelandic,White,No,42,543 666 7514,Kurt.Addis@mail.ca,Jamais,Souvent,Souvent,Souvent,Souvent,Rarement,Souvent,Jamais,Rarement,Souvent,7,6,9,3,3,9,8,8,2,4,6,1,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Oui,Non,64604,Iceland,Europe,5.5
67,Candice,Graham,HR,No,Male,No,American,Latin,Yes,43,864 755 1667,Candice.Graham@mail.ca,Rarement,Parfois,Souvent,Rarement,Régulièrement,Parfois,Souvent,Régulièrement,Jamais,Rarement,8,9,3,5,9,9,5,5,5,5,5,3,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,40879,United States,North America,5.92
68,Chelsea,Wright,IT,No,Female,No,Canadian,Prefer not to say,No,65,955 837 6502,Chelsea.Wright@mail.ca,Régulièrement,Jamais,Rarement,Rarement,Rarement,Jamais,Régulièrement,Rarement,Régulièrement,Jamais,8,6,8,4,10,7,9,7,9,9,3,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,49084,Canada,North America,7.25
69,Agnes,Irwin,Operations,No,Female,No,American,Latin,No,27,215 228 4665,Agnes.Irwin@mail.ca,Rarement,Souvent,Jamais,Rarement,Rarement,Parfois,Rarement,Jamais,Jamais,Souvent,6,7,5,3,7,8,8,10,10,9,9,7,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,75125,United States,North America,7.42
70,Josh,Price,IT,No,Female,No,Canadian,White,No,42,641 905 5732,Josh.Price@mail.ca,Rarement,Régulièrement,Souvent,Parfois,Jamais,Parfois,Jamais,Parfois,Parfois,Parfois,4,9,8,7,6,9,9,9,7,8,8,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,85731,Canada,North America,7.75
71,Barney,Spencer,Operations,No,Female,No,Canadian,White,No,38,642 556 5569,Barney.Spencer@mail.ca,Jamais,Souvent,Parfois,Souvent,Souvent,Souvent,Rarement,Souvent,Régulièrement,Régulièrement,6,8,7,10,4,8,6,6,8,6,8,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Oui,13408,Canada,North America,7.08
72,Aiden,Yarwood,Sales,No,Male,No,Costa Rican,White,No,26,662 628 7643,Aiden.Yarwood@mail.ca,Rarement,Souvent,Jamais,Souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Rarement,9,8,8,7,7,3,3,10,4,6,8,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,86297,Costa Rica,North America,6.75
73,Noah,Wilkinson,HR,No,Female,No,Canadian,White,Yes,30,952 847 8976,Noah.Wilkinson@mail.ca,Parfois,Rarement,Souvent,Souvent,Régulièrement,Parfois,Parfois,Parfois,Rarement,Régulièrement,10,7,6,8,8,9,7,9,9,8,7,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,71908,Canada,North America,8.0
74,Clint,Ellison,Sales,No,Male,No,Canadian,White,No,35,359 438 6928,Clint.Ellison@mail.ca,Parfois,Rarement,Parfois,Rarement,Jamais,Jamais,Souvent,Rarement,Rarement,Rarement,3,10,8,3,6,5,7,5,1,6,3,8,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,20397,Canada,North America,5.42
75,Liam,Zaoui,Sales,No,Male,No,Canadian,White,No,27,263 509 6750,Liam.Zaoui@mail.ca,Jamais,Rarement,Souvent,Jamais,Rarement,Parfois,Parfois,Souvent,Rarement,Souvent,6,8,8,10,4,8,5,3,3,10,10,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,66203,Canada,North America,7.08
76,Ellen,Simpson,Operations,No,Male,No,Czech,White,No,30,230 303 3364,Ellen.Simpson@mail.ca,Rarement,Régulièrement,Rarement,Régulièrement,Rarement,Souvent,Souvent,Souvent,Souvent,Jamais,8,10,3,9,5,6,5,8,5,2,5,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,46467,Czech Republic,Europe,6.25
77,Kassandra,Coleman,Sales,No,Female,Yes,Canadian,White,No,43,848 754 6408,Kassandra.Coleman@mail.ca,Rarement,Parfois,Parfois,Souvent,Jamais,Régulièrement,Souvent,Souvent,Parfois,Rarement,3,10,6,7,4,10,5,1,9,8,7,7,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,69227,Canada,North America,6.42
78,Amelia,Murray,IT,No,Male,Prefer not to say,Sri Lankan,White,No,43,352 810 2070,Amelia.Murray@mail.ca,Jamais,Souvent,Jamais,Parfois,Jamais,Jamais,Jamais,Parfois,Jamais,Jamais,10,9,8,8,8,6,9,6,6,5,1,8,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,76004,Sri Lanka,Asia,7.0
79,Bob,Evans,Sales,No,Male,No,Canadian,White,No,48,191 738 3765,Bob.Evans@mail.ca,Rarement,Parfois,Jamais,Régulièrement,Jamais,Souvent,Jamais,Souvent,Souvent,Parfois,7,3,8,4,1,9,6,5,8,8,9,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,41618,Canada,North America,6.08
80,Elijah,Fall,Finance,No,Prefer not to say,No,Canadian,Asian,No,45,699 579 4052,Elijah.Fall@mail.ca,Parfois,Souvent,Rarement,Jamais,Jamais,Parfois,Rarement,Rarement,Rarement,Rarement,5,2,8,9,1,9,9,7,9,9,7,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Oui,Non,41862,Canada,North America,7.0
81,Ruby,Blackwall,Sales,Yes,Male,No,Fijian,White,No,33,829 690 1748,Ruby.Blackwall@mail.ca,Souvent,Souvent,Jamais,Jamais,Rarement,Rarement,Souvent,Parfois,Jamais,Rarement,4,10,8,6,9,5,10,9,9,4,7,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,85798,Fiji,Oceania,7.5
82,Erin,Watson,Sales,No,Female,No,Canadian,White,No,35,366 595 7218,Erin.Watson@mail.ca,Souvent,Rarement,Parfois,Régulièrement,Rarement,Rarement,Souvent,Régulièrement,Parfois,Parfois,7,5,7,7,6,9,9,5,8,1,8,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Oui,Non,21268,Canada,North America,6.67
83,Sonya,Avery,Sales,No,Male,No,Canadian,White,No,31,163 385 9920,Sonya.Avery@mail.ca,Jamais,Rarement,Rarement,Rarement,Parfois,Jamais,Rarement,Parfois,Rarement,Rarement,4,3,8,9,8,7,7,5,8,7,8,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,20936,Canada,North America,6.75
84,Barry,Hood,Operations,No,Female,No,Canadian,White,No,27,803 137 3040,Barry.Hood@mail.ca,Parfois,Rarement,Rarement,Jamais,Parfois,Jamais,Jamais,Souvent,Régulièrement,Rarement,8,7,10,8,7,8,7,7,6,7,7,9,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,57457,Canada,North America,7.58
85,Florence,Andrews,HR,No,Male,No,Indian,White,No,26,620 699 1072,Florence.Andrews@mail.ca,Rarement,Souvent,Jamais,Parfois,Souvent,Rarement,Parfois,Jamais,Souvent,Rarement,9,5,3,9,8,9,8,6,1,8,2,7,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,22297,India,Asia,6.25
86,Karen,Amstead,Sales,No,Male,No,American,White,Yes,36,700 323 2378,Karen.Amstead@mail.ca,Parfois,Rarement,Souvent,Régulièrement,Rarement,Parfois,Jamais,Souvent,Souvent,Régulièrement,9,3,10,8,9,8,7,9,10,9,8,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,32775,United States,North America,7.92
87,Ethan,Quinton,Sales,No,Male,No,Indian,Asian,No,42,876 655 4343,Ethan.Quinton@mail.ca,Régulièrement,Jamais,Régulièrement,Rarement,Parfois,Souvent,Souvent,Parfois,Jamais,Souvent,10,9,7,8,9,5,9,9,5,8,9,10,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,49006,India,Asia,8.17
88,Enoch,Gilmore,Sales,No,Male,No,Indian,White,No,45,691 140 8691,Enoch.Gilmore@mail.ca,Jamais,Parfois,Rarement,Jamais,Jamais,Rarement,Rarement,Souvent,Rarement,Rarement,7,3,8,9,5,8,8,8,4,8,7,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Oui,Oui,Non,28900,India,Asia,6.92
89,Amelia,Andrews,Operations,No,Male,No,Polish,White,No,38,364 514 9454,Amelia.Andrews@mail.ca,Parfois,Parfois,Rarement,Jamais,Souvent,Souvent,Parfois,Jamais,Rarement,Jamais,10,7,4,7,3,10,2,3,3,4,10,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Oui,23606,Poland,Europe,6.0
90,Lynn,Bishop,HR,No,Male,No,Indian,Latin,No,53,837 614 5080,Lynn.Bishop@mail.ca,Souvent,Jamais,Régulièrement,Parfois,Régulièrement,Jamais,Souvent,Jamais,Rarement,Rarement,6,10,7,3,5,7,9,6,2,3,8,8,Proposer des formations régulières sur la diversité et l'inclusion.,Oui,Non,Non,49534,India,Asia,6.17
91,Noah,Weldon,Sales,No,Female,Prefer not to say,Canadian,White,No,54,862 268 9812,Noah.Weldon@mail.ca,Parfois,Souvent,Régulièrement,Jamais,Parfois,Rarement,Rarement,Rarement,Souvent,Souvent,7,8,5,7,4,9,4,3,7,10,3,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Oui,Non,32975,Canada,North America,6.33
92,Holly,London,Operations,No,Female,No,Canadian,White,No,27,822 248 3014,Holly.London@mail.ca,Parfois,Parfois,Régulièrement,Souvent,Rarement,Parfois,Régulièrement,Régulièrement,Parfois,Régulièrement,4,9,9,6,4,3,5,6,3,3,9,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,84523,Canada,North America,5.75
93,Clint,Williams,Sales,No,Female,No,Canadian,Prefer not to say,No,35,463 471 7475,Clint.Williams@mail.ca,Parfois,Jamais,Parfois,Rarement,Rarement,Parfois,Jamais,Régulièrement,Rarement,Souvent,7,4,8,8,6,8,8,9,5,1,8,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,37678,Canada,North America,6.42
94,Melinda,Wallace,IT,No,Non-binary/non-conforming,Yes,American,White,No,45,181 957 5349,Melinda.Wallace@mail.ca,Parfois,Rarement,Jamais,Rarement,Rarement,Rarement,Jamais,Rarement,Rarement,Jamais,10,7,9,7,7,8,9,3,2,8,5,8,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Oui,Non,57677,United States,North America,6.92
95,Matthew,Plumb,Sales,Yes,Male,No,Canadian,White,No,30,477 462 5429,Matthew.Plumb@mail.ca,Rarement,Souvent,Souvent,Rarement,Souvent,Régulièrement,Jamais,Souvent,Souvent,Souvent,3,9,9,5,7,5,8,8,8,6,4,5,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Oui,Non,31825,Canada,North America,6.42
96,Adeline,Khan,HR,No,Prefer not to say,No,American,White,No,26,535 143 2179,Adeline.Khan@mail.ca,Rarement,Régulièrement,Régulièrement,Jamais,Rarement,Souvent,Souvent,Rarement,Souvent,Souvent,9,8,5,10,8,1,10,7,6,9,9,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Oui,63012,United States,North America,7.58
97,Elijah,Olivier,Finance,No,Prefer not to say,No,American,Asian,No,28,335 990 8319,Elijah.Olivier@mail.ca,Souvent,Rarement,Jamais,Parfois,Jamais,Régulièrement,Parfois,Parfois,Rarement,Souvent,8,8,9,7,9,9,4,8,8,7,3,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,26804,United States,North America,7.33
98,Phillip,Shelton,IT,No,Male,No,Canadian,Prefer not to say,No,33,493 310 3903,Phillip.Shelton@mail.ca,Parfois,Jamais,Jamais,Rarement,Rarement,Jamais,Souvent,Parfois,Parfois,Parfois,7,9,6,3,7,2,9,5,9,8,1,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,83182,Canada,North America,6.17
99,Abbey,Graham,Sales,No,Prefer not to say,No,Canadian,Middle Eastern,No,46,506 342 9475,Abbey.Graham@mail.ca,Souvent,Jamais,Régulièrement,Souvent,Régulièrement,Jamais,Souvent,Rarement,Parfois,Parfois,9,10,10,8,9,9,8,8,8,7,9,5,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Oui,Non,Non,73894,Canada,North America,8.33
100,Daniel,Harper,Sales,No,Male,No,Canadian,White,No,43,981 740 2341,Daniel.Harper@mail.ca,Rarement,Parfois,Rarement,Jamais,Régulièrement,Parfois,Régulièrement,Régulièrement,Régulièrement,Parfois,2,3,8,2,4,8,8,7,2,8,8,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,82637,Canada,North America,5.67
101,Hayden,Moss,Sales,No,Female,No,Polish,White,No,30,373 394 9242,Hayden.Moss@mail.ca,Souvent,Rarement,Parfois,Souvent,Jamais,Jamais,Rarement,Rarement,Jamais,Parfois,9,3,9,3,5,3,8,9,6,9,6,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,86614,Poland,Europe,6.67
102,Chuck,Hunt,Marketing,No,Female,No,Chinese,White,No,26,827 827 1521,Chuck.Hunt@mail.ca,Parfois,Rarement,Parfois,Jamais,Parfois,Parfois,Rarement,Jamais,Rarement,Rarement,8,6,7,8,8,5,7,5,9,5,6,2,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,76903,China,Asia,6.33
103,Charlotte,Payne,IT,No,Male,No,Canadian,White,Yes,58,865 713 4330,Charlotte.Payne@mail.ca,Rarement,Régulièrement,Souvent,Souvent,Souvent,Parfois,Rarement,Jamais,Souvent,Parfois,7,10,5,10,5,10,3,10,7,7,9,9,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,61944,Canada,North America,7.67
104,Christine,Chappell,Sales,No,Male,No,American,Asian,No,25,669 555 9000,Christine.Chappell@mail.ca,Rarement,Jamais,Rarement,Jamais,Rarement,Parfois,Rarement,Parfois,Parfois,Souvent,9,9,9,5,7,10,6,7,6,7,9,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,49671,United States,North America,7.67
105,Brooklyn,Cork,Marketing,No,Male,No,American,Black,Yes,29,687 767 9763,Brooklyn.Cork@mail.ca,Jamais,Souvent,Parfois,Souvent,Parfois,Souvent,Jamais,Rarement,Parfois,Parfois,10,7,6,5,5,5,3,8,8,10,9,6,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,67818,United States,North America,6.83
106,Tyler,Hastings,Sales,No,Male,No,English,Black,No,64,786 299 2525,Tyler.Hastings@mail.ca,Parfois,Parfois,Rarement,Jamais,Rarement,Régulièrement,Régulièrement,Souvent,Rarement,Souvent,6,9,8,7,3,8,8,10,10,4,3,8,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,40835,United Kingdom,Europe,7.0
107,Mark,Mcgee,Marketing,No,Female,No,Canadian,White,No,32,777 134 1022,Mark.Mcgee@mail.ca,Régulièrement,Parfois,Rarement,Souvent,Souvent,Jamais,Jamais,Souvent,Rarement,Rarement,8,1,5,8,6,7,8,8,8,10,10,8,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Non,48960,Canada,North America,7.25
108,Mike,Tyler,HR,No,Male,No,Indian,White,Yes,57,108 786 3512,Mike.Tyler@mail.ca,Rarement,Rarement,Jamais,Souvent,Rarement,Rarement,Rarement,Rarement,Jamais,Rarement,9,10,7,10,8,7,9,9,7,2,9,8,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,40762,India,Asia,7.92
109,Rick,Parr,Operations,Yes,Male,No,Canadian,White,Yes,28,588 715 3938,Rick.Parr@mail.ca,Jamais,Parfois,Rarement,Rarement,Rarement,Jamais,Rarement,Rarement,Souvent,Rarement,5,7,7,8,2,9,5,10,8,8,6,7,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,72497,Canada,North America,6.83
110,Anne,Button,IT,No,Male,No,Moroccan,White,No,54,730 915 1243,Anne.Button@mail.ca,Parfois,Régulièrement,Régulièrement,Souvent,Régulièrement,Jamais,Parfois,Rarement,Parfois,Parfois,7,10,1,8,9,9,9,8,7,10,5,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,48584,Morocco,Africa,7.33
111,Enoch,Higgs,HR,No,Male,No,Canadian,White,No,30,542 218 8463,Enoch.Higgs@mail.ca,Jamais,Parfois,Jamais,Régulièrement,Jamais,Parfois,Jamais,Souvent,Parfois,Régulièrement,9,9,8,10,3,6,7,9,6,9,8,8,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,43860,Canada,North America,7.67
112,Benjamin,Graham,Marketing,No,Female,Yes,Indian,Prefer not to say,No,39,654 422 2157,Benjamin.Graham@mail.ca,Régulièrement,Parfois,Jamais,Souvent,Parfois,Parfois,Souvent,Jamais,Parfois,Rarement,4,6,3,8,8,10,7,9,7,9,2,4,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,84386,India,Asia,6.42
113,Remy,Potter,HR,No,Male,No,Canadian,White,No,46,814 569 3223,Remy.Potter@mail.ca,Souvent,Rarement,Rarement,Rarement,Rarement,Parfois,Rarement,Régulièrement,Parfois,Rarement,5,5,9,8,7,3,10,8,7,7,10,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,50131,Canada,North America,7.33
114,Marie,Brown,Sales,No,Male,No,Canadian,White,No,42,213 888 6621,Marie.Brown@mail.ca,Régulièrement,Parfois,Rarement,Rarement,Rarement,Jamais,Parfois,Jamais,Régulièrement,Régulièrement,10,7,8,9,4,7,1,8,8,9,8,6,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,33973,Canada,North America,7.08
115,Benny,Moore,Sales,No,Male,No,Bangladeshi,White,No,41,348 180 4316,Benny.Moore@mail.ca,Souvent,Jamais,Parfois,Rarement,Parfois,Parfois,Jamais,Parfois,Parfois,Jamais,8,6,3,6,9,8,8,9,9,7,5,4,Créer un comité dédié à la diversité pour superviser les initiatives inclusives.,Non,Non,Non,33523,Bangladesh,Asia,6.83
116,Rocco,Garcia,Sales,No,Female,Yes,Polish,Black,Prefer not to say,29,930 105 4310,Rocco.Garcia@mail.ca,Jamais,Souvent,Parfois,Jamais,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,10,8,8,7,5,7,9,6,9,1,5,7,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Non,Oui,37905,Poland,Europe,6.83
117,Drew,Drummond,Sales,No,Female,Yes,Canadian,White,No,35,418 747 1125,Drew.Drummond@mail.ca,Rarement,Jamais,Jamais,Rarement,Souvent,Régulièrement,Jamais,Souvent,Jamais,Régulièrement,5,9,4,4,5,9,9,6,7,10,9,5,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Oui,Non,85533,Canada,North America,6.83
118,Sage,Kelly,Sales,No,Female,No,British,White,No,32,276 823 7958,Sage.Kelly@mail.ca,Souvent,Rarement,Parfois,Rarement,Souvent,Souvent,Rarement,Souvent,Rarement,Souvent,9,3,8,9,9,8,8,8,8,4,6,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,73381,United Kingdom,Europe,7.42
119,Alan,Dann,HR,No,Male,No,Canadian,White,No,44,991 785 9201,Alan.Dann@mail.ca,Rarement,Jamais,Souvent,Parfois,Souvent,Parfois,Jamais,Régulièrement,Régulièrement,Souvent,5,7,3,10,9,7,9,6,9,7,8,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Oui,Non,50153,Canada,North America,7.08
120,Rhea,Jarvis,Finance,No,Male,No,Indian,White,No,49,102 380 9231,Rhea.Jarvis@mail.ca,Jamais,Parfois,Souvent,Régulièrement,Rarement,Parfois,Jamais,Parfois,Régulièrement,Jamais,10,7,10,7,6,9,7,9,6,10,8,5,Mettre en place un programme de mentorat pour favoriser l'intégration et l'avancement des minorités.,Non,Non,Non,26797,India,Asia,7.83
121,Clint,Gray,Marketing,No,Male,Prefer not to say,Canadian,White,No,42,327 245 8349,Clint.Gray@mail.ca,Parfois,Rarement,Rarement,Parfois,Souvent,Jamais,Rarement,Régulièrement,Régulièrement,Rarement,10,7,9,6,10,2,3,9,10,8,3,9,Promouvoir des politiques de tolérance zéro contre la discrimination.,Non,Oui,Non,57985,Canada,North America,7.17
122,Bart,Kelly,Sales,No,Male,No,Hungarian,White,No,36,916 776 8448,Bart.Kelly@mail.ca,Jamais,Souvent,Rarement,Rarement,Souvent,Rarement,Régulièrement,Parfois,Rarement,Parfois,9,10,4,8,9,10,6,5,9,8,7,9,Renforcer la sensibilisation à la diversité par des événements culturels et des formations interculturelles.,Non,Non,Non,72309,Hungary,Europe,7.83
123,Ciara,Ellis,Operations,No,Male,Yes,Canadian,White,Yes,58,540 828 8359,Ciara.Ellis@mail.ca,Jamais,Parfois,Souvent,Jamais,Jamais,Parfois,Souvent,Souvent,Souvent,Souvent,6,9,8,4,5,8,8,8,10,8,6,6,Améliorer la transparence dans le traitement des signalements de discrimination.,Non,Non,Non,58410,Canada,North America,7.17
124,Enoch,Morrow,Sales,No,Male,No,Canadian,White,No,47,379 385 7855,Enoch.Morrow@mail.ca,Jamais,Rarement,Rarement,Souvent,Parfois,Parfois,Parfois,Jamais,Régulièrement,Rarement,9,5,8,10,8,1,9,7,8,2,8,10,Promouvoir des politiques de tolérance zéro contre la discrimination.,Oui,Non,Non,30516,Canada,North America,7.08
125,Robyn,Whittle,RD,Yes,Female,No,Canadian,White,No,65,687 349 4646,Robyn.Whittle@mail.ca,Jamais,Jamais,Jamais,Parfois,Souvent,Rarement,Rarement,Régulièrement,Régulièrement,Souvent,6,6,9,6,8,6,8,8,6,7,9,9,Proposer des formations régulières sur la diversité et l'inclusion.,Non,Non,Non,44105,Canada,North America,7.33
